,epoch,loss,pcc_train,rmse_train,loss_val,pcc_val,rmse_val,loss_test,pcc_test,rmse_test
0,1,6.727024931838858,0.012517231290784279,6.727024931838858,7.089517464943699,0.003792260233114488,7.089517464943699,6.946271009880685,-0.07737821901497388,6.946271009880685
1,2,6.5003936344552455,0.11610646709701739,6.5003936344552455,6.858166374158058,0.21751400493915946,6.858166374158058,6.725604924445434,0.13438298405490007,6.725604924445434
2,3,6.208706888837073,0.14238479823650924,6.208706888837073,6.559817793177532,0.19619404208926342,6.559817793177532,6.428629491140493,0.13135780852609558,6.428629491140493
3,4,5.897779708896777,0.18334941799965065,5.897779708896777,6.243903561951182,0.2005896660676133,6.243903561951182,6.117633762129116,0.14555236676197097,6.117633762129116
4,5,5.358718954595481,0.17984278257672143,5.358718954595481,5.7203036872315804,0.16886439358872524,5.7203036872315804,5.593632016812115,0.14559279966665278,5.593632016812115
5,6,4.879395532191935,0.23393108217460853,4.879395532191935,5.222811751577909,0.20050468899793694,5.222811751577909,5.057385129615219,0.19768048626075693,5.057385129615219
6,7,4.568912524165676,0.23549227332632997,4.568912524165676,4.936977810407598,0.18891781463328966,4.936977810407598,4.780001162914979,0.17115969539547393,4.780001162914979
7,8,4.13955806664162,0.22543084994336915,4.13955806664162,4.533062692122762,0.15413071670107456,4.533062692122762,4.365049928473354,0.15384787807885253,4.365049928473354
8,9,3.8591492618254803,0.29563483054039097,3.8591492618254803,4.271912838585551,0.22207505708631595,4.271912838585551,4.105509517356099,0.21178282408865595,4.105509517356099
9,10,3.6431478794905354,0.3045911687841837,3.6431478794905354,4.07199469952167,0.21442158330143046,4.07199469952167,3.893919370337477,0.2165358631177536,3.893919370337477
10,11,3.4057259134450835,0.34453447825645733,3.4057259134450835,3.911520323595476,0.22664796983881236,3.911520323595476,3.734035291231402,0.24076394238315746,3.734035291231402
11,12,3.471144897233852,0.32019935730465976,3.471144897233852,3.9874831605648686,0.20744809931063357,3.9874831605648686,3.8023228163317575,0.2088809450632646,3.8023228163317575
12,13,3.102422776626562,0.37733340363886225,3.102422776626562,3.677479491668945,0.2477249169604469,3.677479491668945,3.568904723485442,0.24956327742948103,3.568904723485442
13,14,2.945861017571528,0.38343601108341424,2.945861017571528,3.5713550442427233,0.23369661761249866,3.5713550442427233,3.5399045237245903,0.2129048938289404,3.5399045237245903
14,15,2.4648970809674156,0.4694040582344424,2.4648970809674156,2.9242579893449383,0.34832732016848267,2.9242579893449383,3.0289267835455553,0.3014531412939392,3.0289267835455553
15,16,2.5683322239038398,0.4852282566001443,2.5683322239038398,3.130729566054494,0.3371187676897029,3.130729566054494,3.179896267233923,0.2996168637649463,3.179896267233923
16,17,2.535553852323945,0.5006391027739936,2.535553852323945,3.083971999167723,0.3554132614026947,3.083971999167723,3.202195710039428,0.3078789138668997,3.202195710039428
17,18,2.604619029526736,0.4237443996193009,2.604619029526736,3.1719942324690167,0.25188060610377816,3.1719942324690167,3.290786830492064,0.20142391524426473,3.290786830492064
18,19,2.4785529560897492,0.5141311435271793,2.4785529560897492,3.0658566273736114,0.34883422321397584,3.0658566273736114,3.1647934138311005,0.30590828252537294,3.1647934138311005
19,20,2.3428642110224964,0.523602109132117,2.3428642110224964,2.9588338780439276,0.3315426742498962,2.9588338780439276,2.9520552332081453,0.3044265188653147,2.9520552332081453
20,21,2.16183038777285,0.5803690907618709,2.16183038777285,2.787429358602499,0.3814495822456465,2.787429358602499,2.9038538745736475,0.32125517576820767,2.9038538745736475
21,22,2.1405083691709472,0.5939850312438913,2.1405083691709472,2.7289705675736617,0.4108734767737009,2.7289705675736617,2.730664213131764,0.3675643967550622,2.730664213131764
22,23,2.1512914250108683,0.6013726878168048,2.1512914250108683,2.7136708749648437,0.40969585697237987,2.7136708749648437,2.849816364831023,0.34666684889047783,2.849816364831023
23,24,2.1056034122108223,0.6462971289025419,2.1056034122108223,2.7400427739373017,0.44577068203067516,2.7400427739373017,2.872497815443656,0.38709948828010154,2.872497815443656
24,25,2.1665219057002423,0.6123197128795825,2.1665219057002423,2.806409329183136,0.40068351134252067,2.806409329183136,2.890425058421546,0.3595397084443456,2.890425058421546
