,epoch,loss,pcc_train,rmse_train,loss_val,pcc_val,rmse_val,loss_test,pcc_test,rmse_test
0,1,1.3685162304416727,0.531385700137991,4.968123952760329,1.4102023441004894,0.5558831115294676,5.274544166620318,1.378505560903716,0.572367970561883,5.1819996867661136
1,2,0.997331492303404,0.5784063859295515,3.3002830052352268,1.0746658758228298,0.5841199792208751,3.70980929599765,1.0743196846134708,0.586152042233486,3.7162065920012997
2,3,0.8565935541316883,0.6267072229542108,2.789796662475285,0.9851657996937713,0.597899816122154,3.317428262957473,0.9809839582611171,0.6042679281157138,3.3219915037684413
3,4,0.768908015130123,0.6436869406355068,2.4192878381926426,0.8821792256682606,0.6191762758738033,2.8876012318365167,0.9019358247879121,0.6085751352453125,2.943979664920811
4,5,0.7118418004721838,0.6789791305444057,2.275125524538542,0.8638216877857463,0.6188474212345709,2.7944981238670157,0.8521787751799432,0.6380727257463067,2.8131847788849433
5,6,0.7148929544551437,0.6998025478768517,2.3736749637831256,0.8998652686862665,0.6162475381420696,2.964316495999611,0.90017176169035,0.625731673456301,3.003785502276954
6,7,0.6975222593740785,0.7483488961973312,2.481006881659718,0.8718758220313103,0.6539202091857821,2.9750599468996803,0.861251967308935,0.6757489407427721,3.0092555995157646
7,8,0.5887158606686607,0.766954179294188,2.0113960205200554,0.7766960590669343,0.6602926895276218,2.5246510534451594,0.7641105028838615,0.6659725518240123,2.4844427217153573
8,9,0.5838025119787364,0.7860244687118811,2.063110434741207,0.8126072528449608,0.6440154717610889,2.6390981512691605,0.7898034965346938,0.6620851105758083,2.5973579249767025
9,10,0.5018542166582534,0.8160609804568784,1.7735150051187805,0.7125173888609888,0.6793323478311255,2.279916335629447,0.7117081866525254,0.6880333605305964,2.3106743753850134
10,11,0.452512854418321,0.8437164621630044,1.637430120743623,0.6883568007079344,0.6831642204468911,2.174440885327236,0.6555662433035093,0.7147295265176579,2.1367493225881784
11,12,0.45389095492225806,0.8411501707037403,1.6340554574262518,0.6955971087182531,0.6708478397241671,2.161376902487934,0.6741391988562777,0.6958069071833357,2.153923623014732
12,13,0.4642768044159308,0.8232455604763446,1.6143662639850322,0.7222907728970118,0.6344961856603135,2.149438607126313,0.7113692842608597,0.6544006287397471,2.1744489362632873
13,14,0.4148382245822869,0.8491075952874303,1.4706215040611559,0.6489108830519938,0.6774957589361746,1.954537451004668,0.6449623496523409,0.685449439342787,1.9666095056328532
14,15,0.3839626064033899,0.8719820729081894,1.4077413236497076,0.6424615447888051,0.6750015800747319,1.9123140442429534,0.6251541590855347,0.6896897335721307,1.884529729716197
15,16,0.38973215535724537,0.8640644427706952,1.4049185478690076,0.6501579539726502,0.6727330164142877,1.9417218355204022,0.6374753073484033,0.6892780706146001,1.9444888192004175
16,17,0.34212521393715417,0.8820509856016112,1.238830012092216,0.6050680811774933,0.6863598192649727,1.770779682947358,0.6290903304836382,0.6714457764547939,1.8312347582373663
17,18,0.3415186418092249,0.8895866306254523,1.265939731547934,0.6028536427897129,0.6957652667881902,1.7973292811013257,0.5834867424734478,0.7075298291346329,1.747553028905771
18,19,0.3277758980623064,0.8787010524136427,1.153683699966103,0.582321012708696,0.6938267768617635,1.6869121709905344,0.5821675456520253,0.6945398866796384,1.6889972749786806
19,20,0.34030403136194903,0.8903084583006221,1.262753990012234,0.6284149769229046,0.6772175053715451,1.8509449061007042,0.6217795025153373,0.6896254241857391,1.8673992093196434
20,21,0.3148073445941445,0.8904368434024094,1.13578409658036,0.5798273974850321,0.7001896434832023,1.6998955613579705,0.5757546979066726,0.7073235317856323,1.7080676166758921
21,22,0.3330194209147053,0.8988356827561121,1.2604398355979753,0.6134560660799819,0.6962283320252228,1.8521936585008014,0.6013382027753589,0.7085129160729837,1.84074267816873
22,23,0.31359317107741547,0.8974204315867961,1.157647581734262,0.6067513052324394,0.6845252090491307,1.7718573623587197,0.5893141777206319,0.7001028820273587,1.7469824167125947
23,24,0.2690492343376041,0.9113225433356448,0.9905363450305998,0.5534006270977012,0.7063272176399362,1.5923120060482516,0.5756439575048193,0.6959313666327387,1.6619452540550521
24,25,0.25532101780466954,0.9157230203740793,0.939497170519665,0.555856457363849,0.699728865177897,1.5781977475308335,0.5381358120835169,0.7069355244014749,1.518421158023484
25,26,0.2767842622364907,0.9111439220049937,1.0284969992024287,0.5878024716247663,0.6863198789023738,1.6842918737333268,0.5461187169154004,0.7168399183852878,1.5979532581181535
26,27,0.27381098139162163,0.9061388836495168,0.9936104415561754,0.5862506232860383,0.6812935175851034,1.6564271867706055,0.530684976383681,0.7158266503601803,1.5167314833591266
27,28,0.2772393179380807,0.917329181566343,1.055513315955776,0.5847376400628542,0.7029575224577298,1.7355182901451904,0.5544427657730582,0.7199710735293143,1.6520981229825489
28,29,0.2549090794865224,0.9173179493120552,0.9438171946808334,0.5656834052930939,0.6978343412648984,1.6197543915250634,0.5389373423761413,0.7097319631557556,1.5336145645037293
29,30,0.23698044241712019,0.925807310515753,0.8881314541486133,0.5379201485672355,0.7152672837301071,1.550669877756606,0.5100200439105369,0.7300367471725169,1.4702472082427522
30,31,0.2606941531156115,0.9282043058859384,1.0162879891218113,0.5689609846648495,0.7089506889737471,1.680607679219236,0.5338961173426148,0.7275562217784747,1.579705473826973
31,32,0.21988414714566787,0.9299010971017886,0.8190251241354939,0.5401737823634035,0.704112991959231,1.5173208796539421,0.5203194328002898,0.7181230825073661,1.4740894940309142
32,33,0.23951197675907837,0.9201783991785708,0.8782734805096752,0.563308760776424,0.6889224322831493,1.5722335330147177,0.519630556566012,0.7150094172636655,1.4581904518847226
33,34,0.2240071749848424,0.9275027053886999,0.830046696479012,0.5455309469774599,0.7019602651124306,1.5354957953370223,0.5193933944386706,0.715604212535643,1.4593838223359255
34,35,0.21174501774377477,0.9325058228443096,0.7887483800961125,0.5148744042589251,0.7212736514727298,1.4594666271855448,0.5199376011201073,0.7184963437300325,1.4736733805206665
35,36,0.2098135857443294,0.932073352892535,0.7773613402917872,0.5199976202964225,0.7111776227750195,1.4446985925821907,0.51414729448215,0.7180766130539574,1.44304292462658
36,37,0.23333875353693653,0.9348221445620452,0.9059823459328634,0.5532059609189344,0.7132326463081208,1.618960389827155,0.508711888987958,0.7418033450221071,1.510772825028219
37,38,0.2078694443189756,0.9351890209683508,0.7801033054682813,0.5269351356316679,0.7132472045712887,1.4876644964434946,0.5116765595255358,0.7250328700771548,1.4585142779362985
38,39,0.2035838743179646,0.9378731129708012,0.7694118234730281,0.5129316333784639,0.7188571661905399,1.440086831654479,0.5185405282314791,0.7170982530035708,1.461095653171679
39,40,0.16932953986125068,0.9531538985459429,0.6592632934900251,0.4873149199605014,0.7386075327346163,1.3910047307409725,0.503980928769582,0.7272000656140896,1.4287049063042685
40,41,0.17777058973160406,0.9483742947841624,0.6823501277946699,0.4888221356288034,0.7388567629265039,1.3995377298500329,0.48316426050092814,0.747054118600448,1.4040377769064332
41,42,0.16318026549439008,0.9528727132830093,0.6273921806039875,0.4988501499264685,0.7240982688135505,1.390643824886545,0.49626419427853136,0.728546897792967,1.395508562564525
42,43,0.14044086391263796,0.960011618787366,0.5422507947126538,0.47330975024855126,0.7411381703518661,1.331101432650221,0.4829666804887599,0.7381365046271093,1.3673794209522372
43,44,0.16508562137905516,0.9553399011482552,0.6467877114882966,0.4842305562598768,0.7419126655957682,1.388803443682457,0.4871835127558434,0.7404552997074407,1.3977387626089801
44,45,0.1668183982039489,0.9566732962482194,0.6607851760126221,0.4885912313558763,0.7402426557643933,1.4039267798369548,0.48974178593490125,0.7416083152112514,1.4151421905195118
45,46,0.17535744034615774,0.952666278303807,0.6874523149460169,0.5084412461125448,0.7265745214135959,1.448504316217108,0.5113063311773658,0.7279080438578043,1.4681638313180465
46,47,0.17336566274193746,0.9541506082321926,0.6834307466384576,0.4980594596913105,0.7347982350203093,1.4294902385377897,0.4841097881861599,0.7454465664563217,1.4023352067560866
